dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.40.11.023a-D.40.11.023a,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.40.11.023a-D.40.11.023a
3533,0.0,6286.606117656247,12708.888515279725,0.0,0.0,0.0,26073.113287793207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.596262566949372,9.729400271744533,0.0,0.0,0.0,12.414687728451211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3534,0.0,7559.542152306296,12187.499541486344,0.0,0.0,0.0,10831.228226834306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.868114956274033,17.830592837201362,0.0,0.0,0.0,8.979303913566609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3535,0.0,26984.63275481035,28810.585954728896,0.0,0.0,7895.170767348912,73997.5609766607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.01360282838386,18.910016614862112,0.0,0.0,8.767102948939142,52.69790182753499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536,0.0,12102.00510177387,26344.547535725,0.0,0.0,3327.0140441766603,17952.873797474946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.634674392676315,18.81951769529525,0.0,0.0,1.8222386808686124,17.200920963191646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3537,0.0,7966.775624616965,12057.360667836256,0.0,0.0,0.0,10751.474167227796,7506.809765020252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.090296577762695,11.627532204001547,0.0,0.0,0.0,15.825010643591677,5.494234517176575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3538,0.0,3295.7313389038627,16713.226263956545,0.0,0.0,2176.1138095846813,12638.196023360608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0257810844818063,9.216037033996296,0.0,0.0,0.7125038947633159,21.996506983654278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3539,0.0,0.0,0.0,0.0,0.0,0.0,11593.38150566399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.291521499109251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,0.0,7265.976399509157,11374.417308854856,0.0,0.0,0.0,18265.83373299257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.698309741596914,5.465401791374967,0.0,0.0,0.0,11.006024728867752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3541,0.0,21894.95523520704,28479.744466209522,0.0,8371.217629865141,13534.569144257293,43838.57850995015,10000.10461765508,24.658402836568378,0.0,75.8692175924626,39517.97335786005,0.0,2722.213661990804,8611.2005032942,90.91524032230431,0.0,26.136377063326957,22.434679055870514,0.0,32.17490226597689,14.658105200267471,33.81603328654812,10.661037051425845,0.0023644192851349755,0.0,0.15685830241610052,20.81524250237478,0.0,3.9630152379647026,13.268584544307588,0.07309623247865146
3542,0.0,1718.501579619234,8313.091125876597,0.0,0.0,0.0,15734.529919928316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316668001075039,6.733141034908447,0.0,0.0,0.0,6.048056626731513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,0.0,13042.412813008174,13117.211655135437,0.0,0.0,0.0,12055.244691514436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.294105575664403,10.474954852647407,0.0,0.0,0.0,4.94557723965957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,0.0,7158.516508146398,6845.872920033209,0.0,0.0,0.0,17786.66155038619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.391042911341829,5.459370928886949,0.0,0.0,0.0,8.855460234575935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3545,0.0,15526.931681485901,13927.141660223682,0.0,0.0,3148.9837903494467,10813.654718001908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58825971033913,6.598160785453057,0.0,0.0,2.237474907994301,11.074199395571084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3546,0.0,0.0,5863.420339613998,0.0,0.0,0.0,1524.614589969537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.502799549020269,0.0,0.0,0.0,2.054892909004518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3547,0.0,2615.3411760487925,7895.822516018014,0.0,0.0,1650.9684901295827,16110.360569334225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1591377604348665,5.7969003289520975,0.0,0.0,0.7848794903082241,14.446883649905011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3548,0.0,9353.735318251689,18552.840538382778,0.0,0.0,0.0,19842.73018695957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.415094156211111,13.465949457680614,0.0,0.0,0.0,14.941658807619282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3549,0.0,0.0,2230.1755197734474,0.0,0.0,0.0,3448.1811235788964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2053252446816964,0.0,0.0,0.0,0.95790106142508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,0.0,0.0,0.0,0.0,0.0,0.0,5437.8662984380735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.986980917533861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,0.0,9354.024636797032,12740.24893770599,0.0,0.0,0.0,16397.59207255385,7860.654401827497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03369429721882,13.691889241625224,0.0,0.0,0.0,13.978352688978887,8.905021800059668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3552,0.0,855.1179590045455,2922.760482190537,0.0,0.0,0.0,9921.758794909743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1289513670852145,1.481322838559474,0.0,0.0,0.0,5.277882047859566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,0.0,12339.258756625906,15924.982371573236,0.0,0.0,0.0,18924.980793946786,10333.480247171074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.545869706075186,10.956982050640082,0.0,0.0,0.0,15.136493377177207,6.244912030077231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3554,0.0,2327.1976130401977,2524.2193947237574,0.0,0.0,0.0,16644.38164310885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4305120694574103,1.2089350620956087,0.0,0.0,0.0,6.87281162373854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3555,0.0,8132.947429027929,5214.310503695717,0.0,0.0,0.0,6615.581137362334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8698158427798,3.6098488036253964,0.0,0.0,0.0,9.496242542107874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,0.0,2599.526406457102,0.0,0.0,0.0,0.0,15695.436404357602,2647.740705807166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5251911612436753,0.0,0.0,0.0,0.0,11.960413833180969,11.24565913370539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3557,0.0,0.0,2157.467565214728,0.0,0.0,0.0,7105.836037383439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4184718977945392,0.0,0.0,0.0,11.99695112330848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,0.0,967.1397995140816,5386.82764323495,0.0,0.0,0.0,8940.297133501283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477296290689911,3.9803572509059726,0.0,0.0,0.0,9.055257906516836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,0.0,1852.0278846525475,0.0,0.0,0.0,0.0,12457.264713534965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2538646769439525,0.0,0.0,0.0,0.0,9.041946419358194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,0.0,12269.745109464287,15012.680986424883,0.0,0.0,4102.704411424216,13366.030414312325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.294130659367816,11.071551435905707,0.0,0.0,2.3472926976968327,10.922496957039321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,0.0,1258.8594349265757,7325.672210464883,0.0,0.0,0.0,1911.1470503230896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4023039806014908,8.313051713536657,0.0,0.0,0.0,1.0546745524167713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3562,0.0,15503.59676695826,10231.75638515735,0.0,0.0,0.0,24277.80888404627,11111.65378966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.621098055600832,6.5787058039926185,0.0,0.0,0.0,18.85746563623276,1.9907125431063544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3563,0.0,6900.9782580431165,12664.765934866553,0.0,0.0,0.0,9443.435989453043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3445200752874875,10.074106850958675,0.0,0.0,0.0,16.212140109812136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564,0.0,12115.965027754311,12030.650325734618,0.0,0.0,1866.8246331165144,17355.14670346773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17683492792844,12.02264055798964,0.0,0.0,1.618449114014503,12.836830344497045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,0.0,6228.442579563913,8249.805637367002,0.0,0.0,0.0,13394.707117836315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10969.193020458753,0.0,0.0,7.3627112663542835,5.329823687681589,0.0,0.0,0.0,20.140512883267714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.909100996506364,0.0
3566,0.0,1889.6186745253285,0.0,0.0,0.0,0.0,5034.355556135487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5788837067021881,0.0,0.0,0.0,0.0,4.9892042460900665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,0.0,4753.120711361618,2572.611978870379,0.0,0.0,0.0,27196.582484962226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7412518168609985,1.766301195941553,0.0,0.0,0.0,6.085292280236722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,0.0,9119.651325971003,6602.337149288435,0.0,0.0,0.0,12375.58353948191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.751162393909999,3.7540076803242917,0.0,0.0,0.0,4.949386653002053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,0.0,7997.381332011081,12081.902832777585,0.0,0.0,7818.364862824677,17969.94859207954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.293963911816974,9.42994408883301,0.0,0.0,2.0185705854612825,25.931933644518445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,0.0,713.7672945090901,0.0,0.0,0.0,0.0,16167.272356999625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3504649846975592,0.0,0.0,0.0,0.0,12.525385453407736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,0.0,5077.399323929841,5686.989809322942,0.0,0.0,0.0,20928.533680735956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9985337412182456,3.252631060749507,0.0,0.0,0.0,4.593069423178181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3572,0.0,8448.9318324618,9392.807742118594,0.0,0.0,0.0,11387.021703958037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.092227825919874,6.962903625978885,0.0,0.0,0.0,5.792409718261053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3573,0.0,6591.170916285363,17049.521173674813,0.0,0.0,0.0,7959.415943198753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.009705418298267,9.691043163023808,0.0,0.0,0.0,12.900277298298947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,0.0,6525.361942540142,11500.63856635325,0.0,0.0,0.0,18760.02953747918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8099763546924965,7.056987957622685,0.0,0.0,0.0,11.928483301050644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3575,0.0,7084.400557215082,2439.4945146700775,0.0,0.0,0.0,13270.503534779109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5080950821662107,1.7730989712005814,0.0,0.0,0.0,13.040585123740492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,0.0,19564.969080570867,22397.08103908069,0.0,0.0,6415.003961295205,9542.36345258765,14368.712842603929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.558934033585787,24.282698924156062,0.0,0.0,10.98030251668667,17.122141722249467,7.754160783864174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,0.0,4123.207816135137,12597.951749007469,0.0,0.0,0.0,11840.44623605641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17549289481227,8.178773075716812,0.0,0.0,0.0,13.313357098136152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,0.0,5958.281201621371,1969.494819846881,0.0,0.0,0.0,10670.689022908446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.488671049874364,2.2119864529276163,0.0,0.0,0.0,11.592448615398578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,0.0,3555.652591248843,6879.197753907909,0.0,0.0,0.0,15415.961227370386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.675607623339241,6.00782211046263,0.0,0.0,0.0,7.846867092730433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,0.0,11892.032692528428,14397.887969087571,0.0,0.0,1013.0468700387783,7086.424611887691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.101276352740069,9.168712673212198,0.0,0.0,0.9530942195202858,14.868684951768895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,0.0,21503.19920461855,34643.91549217554,0.0,0.0,6238.709265811535,60902.830281432194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.514247591795364,20.303798374930842,0.0,0.0,4.226328899492894,38.96804035271136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,0.0,8587.506539680551,0.0,0.0,0.0,0.0,11609.570248458127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.663376155111368,0.0,0.0,0.0,0.0,3.243100580973058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,0.0,17205.55458161822,34341.23914861312,0.0,0.0,5906.760942545834,50980.3868537578,15217.448088734709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.904635377469269,22.10756710063243,0.0,0.0,5.9985732927243465,40.98934895167639,10.656911567476541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,0.0,10962.044780668151,15552.39240070314,0.0,0.0,0.0,6398.045919351449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.942708301890672,8.803788560707634,0.0,0.0,0.0,13.248775849222008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,0.0,9734.564854815168,14252.957486712461,0.0,0.0,3398.0424665669325,16814.071565522107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.397963698251697,10.957953402319417,0.0,0.0,3.192634436505411,17.229953000708882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,0.0,4651.714419325717,8838.67549261266,0.0,0.0,0.0,16793.559842860894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410585789385659,5.146457480676131,0.0,0.0,0.0,13.4297753374823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3587,0.0,9143.83444149601,14664.282119801572,0.0,0.0,0.0,18959.07233922669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38405261451916,8.689106758527947,0.0,0.0,0.0,20.474283383725876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3588,0.0,10121.185789504527,5869.647463298297,0.0,0.0,0.0,9150.70947766528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.880444621787396,3.9892360655900587,0.0,0.0,0.0,9.865113356406528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,0.0,7664.132278718683,13204.252376341521,0.0,0.0,0.0,16497.611887787225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.862566133521561,13.836285472126763,0.0,0.0,0.0,13.856943893475568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,0.0,6075.760199374962,2881.095155216469,0.0,0.0,0.0,4476.2761879450345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.008612833171575,1.5865370640638656,0.0,0.0,0.0,3.3648077996435886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,0.0,14199.140538575364,29660.611085776443,0.0,0.0,0.0,18959.19637770806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.426913283193215,18.83386145774896,0.0,0.0,0.0,20.953419030185863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,0.0,6193.048279714962,7404.78137465637,0.0,0.0,0.0,17033.828494308767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72232169615825,7.507486675363549,0.0,0.0,0.0,13.119298034842878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,0.0,7090.951097643715,4906.992946203925,0.0,0.0,0.0,13727.741897672287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0458338973331855,4.396755555026341,0.0,0.0,0.0,4.3513365503790995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,0.0,1135.007000749806,5002.208527889322,0.0,0.0,0.0,8159.44825939809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6513228641698753,2.2700527276115965,0.0,0.0,0.0,4.256037645244621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,0.0,9587.00630573709,14118.564435770902,0.0,0.0,0.0,18771.135707261634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.597297926457488,9.386667266068901,0.0,0.0,0.0,12.036329424118964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3596,0.0,7782.645391563269,11667.495463437572,0.0,0.0,0.0,13834.435392118861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.835952012451206,12.080419070216523,0.0,0.0,0.0,13.291482076006739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,0.0,2075.6561013392047,10825.523348860337,0.0,0.0,0.0,14799.55793852119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6841334742355722,15.26257182150562,0.0,0.0,0.0,8.53689563702876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3598,0.0,0.0,2796.4290569466516,0.0,0.0,0.0,12552.078062049231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.006420003807588,0.0,0.0,0.0,8.78901300049847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,0.0,2224.7456238554514,10274.070306444091,0.0,0.0,0.0,8312.920146877363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9715532125714366,10.402572363984174,0.0,0.0,0.0,4.442705926227258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.0,5750.5982072120305,9103.033613696014,0.0,0.0,0.0,22543.706928395724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.273216011721905,10.717152729991106,0.0,0.0,0.0,10.20685650931139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,0.0,11265.695408556883,16055.233857616751,0.0,0.0,0.0,16205.117026734099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.889599275196879,12.143293146618412,0.0,0.0,0.0,10.23916852256865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,0.0,7556.487111983169,12491.198295846465,0.0,0.0,0.0,48507.199100633974,5082.798214479899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.452891154048649,6.68106400750235,0.0,0.0,0.0,42.18641986056229,9.10861843697093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,0.0,7024.830549546038,16105.961167793193,0.0,0.0,0.0,16492.85295975158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76574752834814,15.02483729902728,0.0,0.0,0.0,10.849292106421407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,0.0,5125.635643689032,11320.358546442365,0.0,0.0,2833.2641661195744,10377.841525884305,7424.518807512126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7480164667308364,5.807646427867158,0.0,0.0,2.578310432210321,19.93392694030179,4.652367139122842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,0.0,7504.314193135483,14349.501796788862,0.0,0.0,0.0,24810.257083678007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.10484007878753,7.240050435771007,0.0,0.0,0.0,18.109855567472906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606,0.0,1605.7054060388084,5455.948798683883,0.0,0.0,0.0,3779.0641324847697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8406350006200962,3.3757703404026818,0.0,0.0,0.0,2.029832182222577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607,0.0,4423.874751678285,6374.2583608956475,0.0,0.0,0.0,17962.183957968664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.464268961998644,6.381876379991374,0.0,0.0,0.0,20.818346571957438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,0.0,3444.268090629187,7751.135201217762,0.0,0.0,0.0,8813.76737965691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2618658398776335,5.564406710653576,0.0,0.0,0.0,10.364716943062831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,0.0,6990.0868907018885,9998.168153183926,0.0,0.0,0.0,12741.17240722854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.781031968910092,5.9330244138605,0.0,0.0,0.0,2.7152836984580824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3610,0.0,4292.247283864159,9902.03426690815,0.0,0.0,0.0,10263.392165581856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1388806722161045,7.773300760476072,0.0,0.0,0.0,13.011653732819557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3611,0.0,4621.974495006521,1860.886178162746,0.0,0.0,0.0,16845.033109905045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2057109559030543,1.9736615852437718,0.0,0.0,0.0,10.841085631333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3612,0.0,14310.095595568615,24559.319849360683,0.0,0.0,1677.6135617320551,14383.54344435745,11890.205122691465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.542184353180385,25.77742485416052,0.0,0.0,3.2953484040673495,12.837461430687178,3.960497290622984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,0.0,2925.753902465317,4808.535170425014,0.0,0.0,0.0,16490.728987673592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5506289994301303,4.019805802468033,0.0,0.0,0.0,19.267715237434498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3614,0.0,1645.0497621229658,5497.293719780625,0.0,0.0,0.0,7075.904340493381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1251111980276403,4.8785635591762375,0.0,0.0,0.0,11.790742136228683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3615,0.0,5991.827489299257,2213.142221745742,0.0,0.0,0.0,21097.792933628094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188919041728846,2.267484663220218,0.0,0.0,0.0,12.515405093709374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,0.0,7585.777849591164,14313.489988422001,0.0,0.0,0.0,16442.355513855415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.302927171189377,8.889807449371538,0.0,0.0,0.0,11.882486058549645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
