dv-loss-dmg-ds-loc-dir,COST-B.10.71.002-B.10.71.002-1-1-1,COST-B.10.71.012-B.10.71.012-1-1-1,COST-B.10.71.012-B.10.71.012-1-1-2,COST-B.10.71.012-B.10.71.012-1-2-1,COST-B.10.71.012-B.10.71.012-1-2-2,COST-B.10.71.012-B.10.71.012-1-3-1,COST-B.10.71.012-B.10.71.012-1-3-2,COST-B.10.71.012-B.10.71.012-1-4-1,COST-B.10.71.012-B.10.71.012-1-4-2,COST-B.10.71.012-B.10.71.012-2-1-1,COST-B.10.71.012-B.10.71.012-2-1-2,COST-B.10.71.012-B.10.71.012-2-2-1,COST-B.20.11.102-B.20.11.102-1-1-1,COST-B.20.11.102-B.20.11.102-1-1-2,COST-B.20.11.102-B.20.11.102-1-2-1,COST-B.20.11.102-B.20.11.102-1-2-2,COST-B.20.11.102-B.20.11.102-1-3-1,COST-B.20.11.102-B.20.11.102-1-3-2,COST-B.20.11.102-B.20.11.102-1-4-1,COST-B.20.11.102-B.20.11.102-1-4-2,COST-B.20.11.102-B.20.11.102-2-1-1,COST-B.20.11.102-B.20.11.102-2-2-1,COST-B.20.11.121-B.20.11.121-1-1-1,COST-B.30.11.012-B.30.11.012-1-5-1,COST-C.10.11.001a-C.10.11.001a-1-1-1,COST-C.10.11.001a-C.10.11.001a-1-1-2,COST-C.10.11.001a-C.10.11.001a-1-2-1,COST-C.10.11.001a-C.10.11.001a-2-1-1,COST-C.10.11.011a-C.10.11.011a-1-1-1,COST-C.10.11.011a-C.10.11.011a-1-1-2,COST-C.10.11.011a-C.10.11.011a-1-2-1,COST-C.10.11.011a-C.10.11.011a-1-2-2,COST-C.10.11.011a-C.10.11.011a-1-3-1,COST-C.10.11.011a-C.10.11.011a-1-3-2,COST-C.10.11.011a-C.10.11.011a-1-4-1,COST-C.10.11.011a-C.10.11.011a-1-4-2,COST-C.10.11.011a-C.10.11.011a-2-1-1,COST-C.10.11.011a-C.10.11.011a-2-1-2,COST-C.10.11.011a-C.10.11.011a-2-2-1,COST-C.10.11.011a-C.10.11.011a-3-1-1,COST-C.10.11.011a-C.10.11.011a-3-2-1,COST-C.20.11.001b-C.20.11.001b-1-1-1,COST-C.20.11.001b-C.20.11.001b-1-1-2,COST-C.20.11.001b-C.20.11.001b-1-2-1,COST-C.20.11.001b-C.20.11.001b-1-2-2,COST-C.20.11.001b-C.20.11.001b-1-3-1,COST-C.20.11.001b-C.20.11.001b-1-3-2,COST-C.20.11.001b-C.20.11.001b-2-1-1,COST-D.20.21.013a-D.20.21.013a-1-4-1,COST-D.20.21.013b-D.20.21.013b-1-4-1,COST-D.30.31.013b-D.30.31.013b-1-5-1,COST-D.30.41.011c-D.30.41.011c-1-3-1,COST-D.30.41.011c-D.30.41.011c-1-4-2,COST-D.30.41.032c-D.30.41.032c-1-3-1,COST-D.30.41.032c-D.30.41.032c-1-4-1,COST-D.30.41.102b-D.30.41.102b-1-2-1,COST-D.30.41.102b-D.30.41.102b-1-3-1,COST-D.30.41.102b-D.30.41.102b-1-4-1,COST-D.40.11.023a-D.40.11.023a-1-2-1,COST-D.40.11.023a-D.40.11.023a-1-3-1,COST-D.40.11.023a-D.40.11.023a-1-4-1,TIME-B.10.71.002-B.10.71.002-1-1-1,TIME-B.10.71.012-B.10.71.012-1-1-1,TIME-B.10.71.012-B.10.71.012-1-1-2,TIME-B.10.71.012-B.10.71.012-1-2-1,TIME-B.10.71.012-B.10.71.012-1-2-2,TIME-B.10.71.012-B.10.71.012-1-3-1,TIME-B.10.71.012-B.10.71.012-1-3-2,TIME-B.10.71.012-B.10.71.012-1-4-1,TIME-B.10.71.012-B.10.71.012-1-4-2,TIME-B.10.71.012-B.10.71.012-2-1-1,TIME-B.10.71.012-B.10.71.012-2-1-2,TIME-B.10.71.012-B.10.71.012-2-2-1,TIME-B.20.11.102-B.20.11.102-1-1-1,TIME-B.20.11.102-B.20.11.102-1-1-2,TIME-B.20.11.102-B.20.11.102-1-2-1,TIME-B.20.11.102-B.20.11.102-1-2-2,TIME-B.20.11.102-B.20.11.102-1-3-1,TIME-B.20.11.102-B.20.11.102-1-3-2,TIME-B.20.11.102-B.20.11.102-1-4-1,TIME-B.20.11.102-B.20.11.102-1-4-2,TIME-B.20.11.102-B.20.11.102-2-1-1,TIME-B.20.11.102-B.20.11.102-2-2-1,TIME-B.20.11.121-B.20.11.121-1-1-1,TIME-B.30.11.012-B.30.11.012-1-5-1,TIME-C.10.11.001a-C.10.11.001a-1-1-1,TIME-C.10.11.001a-C.10.11.001a-1-1-2,TIME-C.10.11.001a-C.10.11.001a-1-2-1,TIME-C.10.11.001a-C.10.11.001a-2-1-1,TIME-C.10.11.011a-C.10.11.011a-1-1-1,TIME-C.10.11.011a-C.10.11.011a-1-1-2,TIME-C.10.11.011a-C.10.11.011a-1-2-1,TIME-C.10.11.011a-C.10.11.011a-1-2-2,TIME-C.10.11.011a-C.10.11.011a-1-3-1,TIME-C.10.11.011a-C.10.11.011a-1-3-2,TIME-C.10.11.011a-C.10.11.011a-1-4-1,TIME-C.10.11.011a-C.10.11.011a-1-4-2,TIME-C.10.11.011a-C.10.11.011a-2-1-1,TIME-C.10.11.011a-C.10.11.011a-2-1-2,TIME-C.10.11.011a-C.10.11.011a-2-2-1,TIME-C.10.11.011a-C.10.11.011a-3-1-1,TIME-C.10.11.011a-C.10.11.011a-3-2-1,TIME-C.20.11.001b-C.20.11.001b-1-1-1,TIME-C.20.11.001b-C.20.11.001b-1-1-2,TIME-C.20.11.001b-C.20.11.001b-1-2-1,TIME-C.20.11.001b-C.20.11.001b-1-2-2,TIME-C.20.11.001b-C.20.11.001b-1-3-1,TIME-C.20.11.001b-C.20.11.001b-1-3-2,TIME-C.20.11.001b-C.20.11.001b-2-1-1,TIME-D.20.21.013a-D.20.21.013a-1-4-1,TIME-D.20.21.013b-D.20.21.013b-1-4-1,TIME-D.30.31.013b-D.30.31.013b-1-5-1,TIME-D.30.41.011c-D.30.41.011c-1-3-1,TIME-D.30.41.011c-D.30.41.011c-1-4-2,TIME-D.30.41.032c-D.30.41.032c-1-3-1,TIME-D.30.41.032c-D.30.41.032c-1-4-1,TIME-D.30.41.102b-D.30.41.102b-1-2-1,TIME-D.30.41.102b-D.30.41.102b-1-3-1,TIME-D.30.41.102b-D.30.41.102b-1-4-1,TIME-D.40.11.023a-D.40.11.023a-1-2-1,TIME-D.40.11.023a-D.40.11.023a-1-3-1,TIME-D.40.11.023a-D.40.11.023a-1-4-1
19,0.0,4771.674355508707,0.0,2115.753294335782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9638.181596172419,0.0,1757.3554889886227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.608785191369,0.0,2264.3773616647727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19909930988486,0.0,1.1677234369960185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.559806974934024,0.0,1.366489461530831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.142472479497266,0.0,3.6947620519677975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,4202.392024528331,0.0,789.9312745909942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9371.81153124271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18616.436065422247,0.0,3719.7935789261214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.521901923317591,0.0,0.7488974987843596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.927927030863912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8897562770068195,0.0,1.7883123892314663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,6417.209817522325,0.0,2353.1948984004625,0.0,1222.6832404885618,0.0,0.0,0.0,0.0,0.0,0.0,13173.354124103364,0.0,1346.8242676923494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8847.833668069032,1745.646354956829,3169.2254457843346,0.0,982.0903417311832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.493629541178826,0.0,1.9461647506344393,0.0,1.0376805742583024,0.0,0.0,0.0,0.0,0.0,0.0,20.295520725929453,0.0,0.9971814038875347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.182896918314016,1.8164937647163888,3.1498326277205075,0.0,0.001147508520137761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,5011.385697569659,0.0,3379.9711561270183,0.0,807.4942028666756,0.0,0.0,0.0,0.0,0.0,0.0,12277.757779928272,0.0,8514.144906495452,0.0,0.0,0.0,0.0,0.0,0.0,3373.1377886162636,0.0,0.0,0.0,0.0,0.0,0.0,7489.962696840131,1109.275135417787,6839.8891583142695,0.0,0.0,3188.9117464976875,0.0,0.0,12234.965640405651,0.0,0.0,0.0,0.0,12072.507080422007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.570613918131592,0.0,7.116060810272121,0.0,0.6898556623159293,0.0,0.0,0.0,0.0,0.0,0.0,4.430180459309204,0.0,3.56390656100176,0.0,0.0,0.0,0.0,0.0,0.0,1.9385423849222956,0.0,0.0,0.0,0.0,0.0,0.0,3.543414196428236,1.0902756856825682,4.968822526512255,0.0,0.0,0.41947496809822493,0.0,0.0,2.135775061109863,0.0,0.0,0.0,0.0,6.802993054301946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,3519.3009360002234,2375.8495222269257,747.345717753325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495.382303415742,4762.7709624745985,1713.626846763211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6129.151244022269,1001.3140475776352,0.0,0.0,3243.096453351246,1841.253547765116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.405598433935597,1.3254322527645417,1.4989160700011548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354272897089008,6.4758820783389,1.2946970256753583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9716470175838539,1.9799130338774293,0.0,0.0,0.5704845980788364,1.3729399826573399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,1000.7666583560873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.2040598424162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6683.744479580128,1286.0831120158234,5968.915936755423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33353750793025616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8804322381504155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.554533717150436,1.1200157088539402,3.6310976139237368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,3031.2644250887556,0.0,1001.5624354600495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.718535837211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22746.522980944155,0.0,4623.967399723235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5741889483283718,0.0,0.9596617756749777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2836578059108925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.461339331710077,0.0,3.928353425453488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,12814.639526071529,1737.300988449402,11171.61375188811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9372.430967498925,3538.0336168265344,2591.12245498996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428.4180973510092,0.0,0.0,0.0,3375.8840813865468,4313.652781595787,8717.57898810352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11719.973730613237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.890068209009675,2.4494515341140457,12.21477686905624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.793515896778812,4.390372454254342,1.6899464031727887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.361794255175617,0.0,0.0,0.0,2.1696357826399124,4.815981533527132,3.979783089433505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.087046418275043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,4547.948003133044,770.904244891829,1812.5607154686302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5556.976845963539,5008.767247253731,1787.8853462726433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.126274559728,4019.383281044134,3521.832958133876,0.0,1355.473870406424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.718401996898398,0.7769630375684222,1.4503846143009436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.923357018707422,4.610865675508662,1.9748987872932802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.489901169164481,4.606865600205857,1.1367795056650376,0.0,0.6698327853690955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,7211.862747830642,0.0,3360.3883496388235,0.0,0.0,0.0,0.0,0.0,8371.351795426435,0.0,0.0,13496.122220245736,0.0,4182.441905705334,0.0,0.0,0.0,0.0,0.0,6433.225693165197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12924.426605904553,0.0,11778.722881963131,0.0,965.7127804815444,1563.0473602264108,0.0,0.0,0.0,0.0,6808.1702299224335,0.0,0.0,12504.765853665658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.747047075417249,0.0,6.349311918617753,0.0,0.0,0.0,0.0,0.0,7.726714171543671,0.0,0.0,9.949899013604048,0.0,2.297445248217035,0.0,0.0,0.0,0.0,0.0,2.499361946877568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.100662802695619,0.0,7.651438817314784,0.0,0.9937258014914545,2.7313591349253477,0.0,0.0,0.0,0.0,4.3681086564003575,0.0,0.0,7.808110688765434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,3188.484269283716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.125072451131,2380.406870970794,1963.6974079927663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4506.4438970456595,0.0,6130.219868872082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0155483123721485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8688126488422512,1.5036752133715845,0.8337633145538792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.893133007247472,0.0,5.288362108953199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,3945.393597321804,0.0,2887.7339622221443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6114.052899734413,0.0,2529.417231712683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17622.427539303975,0.0,2517.554417931713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6877821321062074,0.0,2.757962992895548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.985624970842594,0.0,1.2051576986481591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.600769534173525,0.0,4.3572225417341865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,9387.882760417422,0.0,4023.2704220774285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0455339188557,10622.429059529753,0.0,9354.016897969148,0.0,0.0,0.0,0.0,0.0,3357.467014039352,0.0,0.0,0.0,9435.933530252001,0.0,0.0,0.0,12191.380109729753,0.0,7907.467858809691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.776063601456631,0.0,1.5516027630836557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3463180386924376,11.567150830633826,0.0,7.575075255008709,0.0,0.0,0.0,0.0,0.0,2.9261589889338353,0.0,0.0,0.0,9.39482327648458,0.0,0.0,0.0,4.9499598410784476,0.0,14.616379604309842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,7142.349774570407,0.0,2039.2265922444674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7944.446268762215,0.0,6921.067958216471,0.0,0.0,0.0,0.0,0.0,2322.2397623271013,0.0,0.0,0.0,3507.022348681197,0.0,0.0,0.0,5682.44969445976,705.9043809931974,6946.53231678464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.636433186006737,0.0,3.2749626349492367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.035878907110519,0.0,5.0034066585793004,0.0,0.0,0.0,0.0,0.0,1.9495765416597155,0.0,0.0,0.0,0.0390482559628833,0.0,0.0,0.0,6.667674289719557,0.7172966172990322,3.018942479308335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,8420.014777553853,0.0,2512.882351172635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11706.853537507232,0.0,4441.591375116168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.602212472701,0.0,0.0,0.0,13928.165605116183,0.0,8953.439932843004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12883.509614079965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.705948606382016,0.0,2.0708541251693178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.038765522925377,0.0,4.8044934548213165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1153455846465543,0.0,0.0,0.0,7.9201629484646,0.0,3.8050691083841897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.871870810199801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,6491.078242754385,0.0,3385.948438492276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11553.333066614909,1218.7838547903345,5635.06165420931,0.0,0.0,0.0,0.0,0.0,4490.759467442876,0.0,0.0,0.0,3849.386879915883,0.0,1316.8101964825255,0.0,1585.534241685665,873.3604196323367,4281.146837370134,0.0,1924.0008207331236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21241802345872,0.0,2.168762603448144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.767789553108791,2.2878101646700366,3.5815125337212623,0.0,0.0,0.0,0.0,0.0,2.774018166381251,0.0,0.0,0.0,1.9959551790176921,0.0,0.7941745347916765,0.0,7.784011311228792,0.036014205428698744,5.395528013290602,0.0,0.5827003792323632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,5303.207578690667,1113.2136745564067,2875.228263705312,0.0,0.0,0.0,0.0,0.0,2366.5294935089587,0.0,0.0,16832.897476903563,1695.7024439423712,2915.6042380772947,0.0,1835.462626493977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3981.105860081404,0.0,0.0,0.0,7183.171121735207,3405.378059289875,7380.237494136739,1072.406013512146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.2265363559977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.219742247083339,0.5788492410578162,3.4626452179629044,0.0,0.0,0.0,0.0,0.0,0.8548374445987788,0.0,0.0,8.252236130603238,0.877257536061277,2.1351805383567495,0.0,0.78717784570148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.708069906065003,0.0,0.0,0.0,7.540769550286261,3.424223540044681,5.866385599830355,0.8488583909120393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.553344520257457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6723.333170602305,3149.3066290664747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6224921930601874,5.949731265873703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
