Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(汐),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(汐),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
W,W33X291,W33X291,F,291,85.6,34.8,34  7/8 ,每,每,每,15.9,15  7/8 ,每,每,每,0.96, 15/16,  1/2 ,1.73,1  3/4 ,每,每,每,2.52,2  5/8 ,1  5/16,每,每,每,每,每,4.6,每,每,31,每,每,17700,1160,1020,14.4,1160,226,146,3.68,每,每,每,65.1,319000,每,131,904,每,每,214,573,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.34,33.1,114,130,W840X433,W840X433,433,55200,884,886,每,每,每,404,403,每,每,每,24.4,23.8,12.7,43.9,44.4,每,每,每,64,66.7,33.3,每,每,每,每,每,4.6,每,每,31,每,每,7370,19000,16700,366,483,3700,2390,93.5,每,每,每,27100,85700,每,84500,376,每,每,3510,9390,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,110,841,2900,3300
W,W33X263,W33X263,F,263,77.4,34.5,34  1/2 ,每,每,每,15.8,15  3/4 ,每,每,每,0.87,  7/8 ,  7/16,1.57,1  9/16,每,每,每,2.36,2  7/16,1  1/4 ,每,每,每,每,每,5.03,每,每,34.3,每,每,15900,1040,919,14.3,1040,202,131,3.66,每,每,每,48.7,281000,每,130,807,每,每,193,515,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.31,32.9,113,129,W840X392,W840X392,392,49900,876,876,每,每,每,401,400,每,每,每,22.1,22.2,11.1,39.9,39.7,每,每,每,59.9,61.9,31.8,每,每,每,每,每,5.03,每,每,34.3,每,每,6620,17000,15100,363,433,3310,2150,93,每,每,每,20300,75500,每,83900,336,每,每,3160,8440,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,109,836,2870,3280
W,W33X241,W33X241,F,241,71.1,34.2,34  1/8 ,每,每,每,15.9,15  7/8 ,每,每,每,0.83, 13/16,  7/16,1.4,1  3/8 ,每,每,每,2.19,2  1/4 ,1  1/4 ,每,每,每,每,每,5.66,每,每,35.9,每,每,14200,940,831,14.1,933,182,118,3.62,每,每,每,36.2,251000,每,130,726,每,每,173,467,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.29,32.8,113,129,W840X359,W840X359,359,45900,869,867,每,每,每,404,403,每,每,每,21.1,20.6,11.1,35.6,34.9,每,每,每,55.6,57.2,31.8,每,每,每,每,每,5.66,每,每,35.9,每,每,5910,15400,13600,358,388,2980,1930,91.9,每,每,每,15100,67400,每,83900,302,每,每,2830,7650,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,109,833,2870,3280
W,W33X221,W33X221,F,221,65.3,33.9,33  7/8 ,每,每,每,15.8,15  3/4 ,每,每,每,0.775,  3/4 ,  3/8 ,1.28,1  1/4 ,每,每,每,2.06,2  1/8 ,1  3/16,每,每,每,每,每,6.2,每,每,38.5,每,每,12900,857,759,14.1,840,164,106,3.59,每,每,每,27.8,224000,每,129,647,每,每,156,423,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.25,32.6,112,128,W840X329,W840X329,329,42100,861,860,每,每,每,401,400,每,每,每,19.7,19,9.52,32.5,31.8,每,每,每,52.3,54,30.2,每,每,每,每,每,6.2,每,每,38.5,每,每,5370,14000,12400,358,350,2690,1740,91.2,每,每,每,11600,60200,每,83200,269,每,每,2560,6930,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,108,828,2840,3250
W,W33X201,W33X201,F,201,59.1,33.7,33  5/8 ,每,每,每,15.7,15  3/4 ,每,每,每,0.715, 11/16,  3/8 ,1.15,1  1/8 ,每,每,每,1.94,2,1  3/16,每,每,每,每,每,6.85,每,每,41.7,每,每,11600,773,686,14,749,147,95.2,3.56,每,每,每,20.8,198000,每,128,577,每,每,140,382,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.21,32.6,111,127,W840X299,W840X299,299,38100,856,854,每,每,每,399,400,每,每,每,18.2,17.5,9.52,29.2,28.6,每,每,每,49.3,50.8,30.2,每,每,每,每,每,6.85,每,每,41.7,每,每,4830,12700,11200,356,312,2410,1560,90.4,每,每,每,8660,53200,每,82600,240,每,每,2290,6260,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,107,828,2820,3230
W,W33X169,W33X169,F,169,49.5,33.8,33  7/8 ,每,每,每,11.5,11  1/2 ,每,每,每,0.67, 11/16,  3/8 ,1.22,1  1/4 ,每,每,每,1.92,2  1/8 ,1  3/16,每,每,每,每,每,4.71,每,每,44.7,每,每,9290,629,549,13.7,310,84.4,53.9,2.5,每,每,每,17.7,82400,每,93.7,329,每,每,108,311,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.03,32.6,99.5,111,W840X251,W840X251,251,31900,859,860,每,每,每,292,292,每,每,每,17,17.5,9.52,31,31.8,每,每,每,48.8,54,30.2,每,每,每,每,每,4.71,每,每,44.7,每,每,3870,10300,9000,348,129,1380,883,63.5,每,每,每,7370,22100,每,60500,137,每,每,1770,5100,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,77,828,2530,2820
W,W33X152,W33X152,F,152,44.9,33.5,33  1/2 ,每,每,每,11.6,11  5/8 ,每,每,每,0.635,  5/8 ,  5/16,1.06,1  1/16,每,每,每,1.76,1 15/16,1  1/8 ,每,每,每,每,每,5.48,每,每,47.2,每,每,8160,559,487,13.5,273,73.9,47.2,2.47,每,每,每,12.4,71700,每,94.1,289,每,每,94.3,278,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.01,32.4,99.4,111,W840X226,W840X226,226,29000,851,851,每,每,每,295,295,每,每,每,16.1,15.9,7.94,26.9,27,每,每,每,44.7,49.2,28.6,每,每,每,每,每,5.48,每,每,47.2,每,每,3400,9160,7980,343,114,1210,773,62.7,每,每,每,5160,19300,每,60700,120,每,每,1550,4560,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,76.5,823,2520,2820
W,W33X141,W33X141,F,141,41.5,33.3,33  1/4 ,每,每,每,11.5,11  1/2 ,每,每,每,0.605,  5/8 ,  5/16,0.96, 15/16,每,每,每,1.66,1 13/16,1  1/8 ,每,每,每,每,每,6.01,每,每,49.6,每,每,7450,514,448,13.4,246,66.9,42.7,2.43,每,每,每,9.7,64400,每,93,257,每,每,84.6,253,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.98,32.3,98.5,110,W840X210,W840X210,210,26800,846,845,每,每,每,292,292,每,每,每,15.4,15.9,7.94,24.4,23.8,每,每,每,42.2,46,28.6,每,每,每,每,每,6.01,每,每,49.6,每,每,3100,8420,7340,340,102,1100,700,61.7,每,每,每,4040,17300,每,60000,107,每,每,1390,4150,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,75.7,820,2500,2790
W,W33X130,W33X130,F,130,38.3,33.1,33  1/8 ,每,每,每,11.5,11  1/2 ,每,每,每,0.58,  9/16,  5/16,0.855,  7/8 ,每,每,每,1.56,1  3/4 ,1  1/8 ,每,每,每,每,每,6.73,每,每,51.7,每,每,6710,467,406,13.2,218,59.5,37.9,2.39,每,每,每,7.37,56600,每,92.7,228,每,每,75.3,230,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.94,32.2,98.5,110,W840X193,W840X193,193,24700,841,841,每,每,每,292,292,每,每,每,14.7,14.3,7.94,21.7,22.2,每,每,每,39.6,44.5,28.6,每,每,每,每,每,6.73,每,每,51.7,每,每,2790,7650,6650,335,90.7,975,621,60.7,每,每,每,3070,15200,每,59800,94.9,每,每,1230,3770,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,74.7,818,2500,2790
W,W33X118,W33X118,F,118,34.7,32.9,32  7/8 ,每,每,每,11.5,11  1/2 ,每,每,每,0.55,  9/16,  5/16,0.74,  3/4 ,每,每,每,1.44,1  5/8 ,1  1/8 ,每,每,每,每,每,7.76,每,每,54.5,每,每,5900,415,359,13,187,51.3,32.6,2.32,每,每,每,5.3,48300,每,92.5,197,每,每,65.1,205,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.89,32.2,97.5,109,W840X176,W840X176,176,22400,836,835,每,每,每,292,292,每,每,每,14,14.3,7.94,18.8,19,每,每,每,36.6,41.3,28.6,每,每,每,每,每,7.76,每,每,54.5,每,每,2460,6800,5880,330,77.8,841,534,58.9,每,每,每,2210,13000,每,59700,82,每,每,1070,3360,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,73.4,818,2480,2770
W,W30X391,W30X391,T,391,115,33.2,33  1/4 ,每,每,每,15.6,15  5/8 ,每,每,每,1.36,1  3/8 , 11/16,2.44,2  7/16,每,每,每,3.23,3  3/8 ,1  1/2 ,每,每,每,每,每,3.19,每,每,19.7,每,每,20700,1450,1250,13.4,1550,310,198,3.67,每,每,每,173,366000,每,120,1140,每,每,267,722,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.37,30.8,109,125,W760X582,W760X582,582,74200,843,845,每,每,每,396,397,每,每,每,34.5,34.9,17.5,62,61.9,每,每,每,82,85.7,38.1,每,每,每,每,每,3.19,每,每,19.7,每,每,8620,23800,20500,340,645,5080,3240,93.2,每,每,每,72000,98300,每,77400,475,每,每,4380,11800,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,111,782,2770,3180
W,W30X357,W30X357,T,357,105,32.8,32  3/4 ,每,每,每,15.5,15  1/2 ,每,每,每,1.24,1  1/4 ,  5/8 ,2.24,2  1/4 ,每,每,每,3.03,3  1/8 ,1  7/16,每,每,每,每,每,3.45,每,每,21.6,每,每,18700,1320,1140,13.3,1390,279,179,3.64,每,每,每,134,324000,每,118,1030,每,每,244,655,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.31,30.6,108,124,W760X531,W760X531,531,67700,833,832,每,每,每,394,394,每,每,每,31.5,31.8,15.9,56.9,57.2,每,每,每,77,79.4,36.5,每,每,每,每,每,3.45,每,每,21.6,每,每,7780,21600,18700,338,579,4570,2930,92.5,每,每,每,55800,87000,每,76100,429,每,每,4000,10700,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,109,777,2740,3150
